text;label;
dick-head;1;0,735598018
sparrow;0;0,843813378
m0fo;1;0,069349473
packingfudgefucker;1;0,377499229
shitsdick;1;0,669492418
l3itches;1;0,630312092
cock licker;1;0,127215943
dipsh1t;1;0,412454165
queerasses;1;0,130462468
fucker;1;0,213844176
but;0;0,627239696
wang;1;0,85513691
livingroom;0;0,665254905
nigg@z;1;0,030484774
saturation;0;0,777510052
accountability;0;0,307648489
grasshopper;0;0,266421548
niggahz;1;0,636384056
roadblock;0;0,935869304
m0thafucking;1;0,95509483
hill;0;0,315479079
mothafuckers;1;0,119500845
hallway;0;0,372695039
breeze;0;0,353675342
motorcycle;0;0,620098901
shittiest;1;0,564315662
plug;0;0,329720611
valley;0;0,923058246
buttfuck;1;0,465290035
player;0;0,022198657
sausage jockey;1;0,772843188
fucker;1;0,217359947
vag;1;0,502985781
pedoz;1;0,439828714
empathy;0;0,471499015
concentration;0;0,763958582
beaner;1;0,071985175
penisfuckers;1;0,875204897
broom;0;0,704834644
unity;0;0,222087964
bitch3s;1;0,902290148
monitor;0;0,884821038
unclefucker;1;0,934937881
network;0;0,894395866
c0cks;1;0,236141347
assfook;1;0,511338442
shites;1;0,501086669
push;0;0,026493884
feedback;0;0,028406132
jigger;1;0,718611788
perfection;0;0,44013608
proof;0;0,605579669
lotion;0;0,017522972
fuck off;1;0,383726625
giraffe;0;0,046315395
have;0;0,440846416
boutique;0;0,881145629
dumbarrassed;1;0,125710456
currency;0;0,316262798
sustainability;0;0,947979839
exploration;0;0,176788537
upskirts;1;0,678449188
sunflower;0;0,569024594
man seed;1;0,34698107
fudgefucker;1;0,021138261
mutha fucka;1;0,326358207
bastard;1;0,975997282
organization;0;0,951674085
faggot;1;0,169906054
market;0;0,454908753
pusses;1;0,971946025
series;0;0,857733206
cunt licker;1;0,819417958
shitblimp;1;0,173748006
cuntasaurus rex;1;0,468627852
hoe-asses;1;0,129609445
nigra;1;0,499333734
fucking retard;1;0,891069805
unity;0;0,744176123
bridge;0;0,835068217
entrepreneur;0;0,040454566
dream;0;0,371858103
biches;1;0,743669873
outcome;0;0,102520123
perseverance;0;0,131764129
panda;0;0,677468054
courage;0;0,106854595
cyberfukk;1;0,280946376
fuckem;1;0,503982626
cooperation;0;0,088451859
school;0;0,377599598
bitchasses;1;0,745970735
assfkr;1;0,144851274
sh1tdick;1;0,011977879
violet;0;0,982775885
cyberfcks;1;0,88132136
nickker;1;0,922829979
double dicking;1;0,34049727
alpaca;0;0,833504205
knob3nd;1;0,519083393
there;0;0,43360366
octopus;0;0,747308737
knob jockey;1;0,989673675
glove;0;0,831576058
transformation;0;0,304427054
motivation;0;0,311595659
principle;0;0,056252155
anniversary;0;0,68078839
briefcase;0;0,747963681
pen;0;0,468859603
fucktards;1;0,527083093
motherfuck;1;0,630112255
fk bunny;1;0,588421739
lesbo;1;0,296987924
road;0;0,606457306
peanut;0;0,891968138
ladyboyz;1;0,377696814
fcktard;1;0,991821983
nigg@hs;1;0,300795316
ch1nk;1;0,99606502
shits;1;0,701283063
ku kluxer;1;0,855004511
wank off;1;0,899673359
shitfacefucker;1;0,309260396
performance;0;0,776157975
adventure;0;0,156045316
river;0;0,352816355
coons;1;0,212244172
say;0;0,581805392
living room;0;0,296623448
wanked;1;0,003394769
b1tchez;1;0,659238081
pants;0;0,783022146
pussy cat;1;0,695167692
mof0es;1;0,75633414
cuntness;1;0,617909206
higgers;1;0,047936246
dlck;1;0,111493788
biotches;1;0,560400316
diks;1;0,507070795
now;0;0,828960949
book;0;0,409446991
understanding;0;0,419947939
shitdip;1;0,32645112
wanderer;0;0,28496166
achievement;0;0,311373465
bee;0;0,117595525
liability;0;0,389165573
c0cksuckers;1;0,487537412
turtle;0;0,755162293
excellence;0;0,434519674
shampoo;0;0,324846296
l3i + ch;1;0,028073781
fukka;1;0,164689697
sh1tfuck;1;0,322130206
biotch;1;0,758640917
ah!;0;0,629797983
beat your meat;1;0,211081189
body;0;0,668999002
tablet;0;0,919331613
sonofbitches;1;0,408998673
nip;1;0,84141139
organizer;0;0,291399249
television;0;0,050821772
fuckin;1;0,190316511
fork;0;0,430746994
cutting board;0;0,957953274
vigor;0;0,059959065
dumasses;1;0,501002951
cuksukka;1;0,934640702
phaggots;1;0,991962154
joy;0;0,303460698
soda;0;0,060757163
beauty;0;0,249536651
k!ke;1;0,649369038
week;0;0,343518114
cumball;1;0,549745897
goddamn mothafuckers;1;0,235836447
dinner;0;0,587143599
nigguhs;1;0,034768829
explorer;0;0,581554445
gay wad;1;0,392764101
dog's bollocks;1;0,975372502
douche;1;0,736507574
sock;0;0,865328441
boll0ck;1;0,339889633
sheister;1;0,163596824
challenge;0;0,488858329
organization;0;0,869128923
jackasss;1;0,546065096
bookstore;0;0,053920613
meadow;0;0,830179454
science;0;0,607178462
fridge;0;0,998885626
charging station;0;0,623814085
assfker;1;0,351442637
jizzsacks;1;0,08644376
capital;0;0,198906193
4all;0;0,955760314
anal hole;1;0,837024176
tramp;1;0,989582879
rice;0;0,840845629
bowl;0;0,357473779
cock sucking;1;0,05612101
fudgepacker;1;0,188454493
cherry;0;0,613832184
composition;0;0,49916621
bean queen;1;0,834667455
clock;0;0,665334903
ape shite;1;0,616396891
story;0;0,904779872
arse-bandit;1;0,088707482
camera angle;0;0,162512673
toaster;0;0,277652983
n1gg@;1;0,329012182
girlyboy;1;0,301843532
skanky;1;0,700928974
novelist;0;0,765955397
mountain;0;0,295873446
dumbass fucker;1;0,783207866
fuckface;1;0,284192711
virtualization;0;0,420730222
shite;1;0,758412032
f'ed;1;0,14630874
cunt lips;1;0,658247757
news;0;0,329400428
tax;0;0,684683576
as;0;0,175405222
neighborhood;0;0,168479464
cocksuccas;1;0,956305421
plateau;0;0,20484949
mindfuck;1;0,369655056
production;0;0,545946045
key;0;0,122383475
chill;0;0,991312647
procedure;0;0,992053754
towelhead;1;0,671068871
your;0;0,788200311
music video;0;0,491556223
2;0;0,23994514
salad;0;0,836207284
kkk;1;0,884744848
spectator;0;0,114002199
lake;0;0,335506714
sh1tt;1;0,088196115
earthquake;0;0,342386115
mothafuck;1;0,666097639
asset;0;0,949939033
shitdikk;1;0,638100321
dumbshit;1;0,675972419
mothafcking;1;0,988997675
gateway;0;0,617690933
cake;0;0,467973559
cumdumpster;1;0,600215138
city;0;0,492193402
nigg3r;1;0,26543438
fvckers;1;0,384884338
consensus;0;0,296848439
shitting;1;0,640463158
inference;0;0,329655813
wrench;0;0,193577049
car;0;0,029437848
sheeeet;1;0,583134604
fuckster;1;0,655369509
dild0;1;0,129280613
ar5ehole;1;0,782398135
ladyboy;1;0,49915134
village;0;0,524096944
nikker;1;0,429184759
methodology;0;0,800835235
pillow biter;1;0,394016035
rhinoceros;0;0,947592482
mothafucced;1;0,940369241
we1back;1;0,437944454
toilet;0;0,393987082
goddamn son-of-a-bitch;1;0,570232212
d!ld0;1;0,255258415
control;0;0,805749497
coconut;0;0,048826568
j3rk;1;0,312178359
anus plug;1;0,119026846
fucs;1;0,037495132
dumb bastard;1;0,93801526
sh111t;1;0,113902793
n1gg3rs;1;0,396539606
pecker;1;0,41576731
dickmuncher;1;0,749159967
module;0;0,121823677
wind;0;0,100172475
motherf@kka;1;0,438850072
attitude;0;0,668621165
pillow;0;0,659598533
rose;0;0,151806775
nuckas;1;0,320038667
throat yogurt;1;0,27092398
cucumber;0;0,593257523
transvestite;1;0,643308156
blouse;0;0,134538908
town;0;0,686883931
fxcking;1;0,721271665
sweater;0;0,665648057
bitching;1;0,193993235
jailbait;1;0,167915158
bolt;0;0,903768082
innovation;0;0,610587521
goat;0;0,112585072
desert;0;0,16320328
ass kisser;1;0,510726352
trail;0;0,969917873
rat;0;0,266284741
stream;0;0,369619106
freezer;0;0,349846083
cawk;1;0,172340944
dickface;1;0,373665731
productivity;0;0,970241229
fuk1n;1;0,303875931
nobjockies;1;0,461045966
frame;0;0,582954465
intervention;0;0,230869041
cricket;0;0,504008736
what the fuck;1;0,018498053
glasses;0;0,648692497
phuck;1;0,560089316
object;0;0,990511244
f@ck;1;0,777587573
fellatio aficionado;1;0,684867479
son-of-a-bitch;1;0,196757729
success;0;0,357042532
coon1es;1;0,302327695
thunder;0;0,051713667
shylock;1;0,16949476
asswipe;1;0,939268002
dragonfly;0;0,023180188
cuntits;1;0,761299623
educator;0;0,091488328
season;0;0,595681579
synergy;0;0,146606008
harmony;0;0,212507497
niggaz;1;0,751748426
spik;1;0,845560242
stapler;0;0,952074358
serenity;0;0,671900165
scene;0;0,705455828
wnker;1;0,140243215
d1cksucker;1;0,293470224
query;0;0,551921746
accessory;0;0,963138412
Fuck;1;0,465402124
glass;0;0,860887264
fcukers;1;0,319955112
arseshit;1;0,416275772
cyberfucks;1;0,783647779
athlete;0;0,216663415
teacher;0;0,314493414
mountain;0;0,689292588
glass;0;0,142202304
shitheads;1;0,38816591
client;0;0,188587257
turdhead;1;0,668933468
signal;0;0,271955842
assfukah;1;0,42573562
p3nisfcker;1;0,04852123
jiggas;1;0,593668007
value;0;0,292356045
efficiency;0;0,211881416
reorganization;0;0,414355386
avenue;0;0,057466308
kyke;1;0,628256803
watch;0;0,284256366
solution;0;0,427104711
blumpkin boy;1;0,367620646
garden;0;0,276313912
wophead;1;0,436783696
fking;1;0,944665641
d1ckheads;1;0,029431545
chicken;0;0,324746557
authenticity;0;0,873024128
mofucker;1;0,665978115
station;0;0,477901113
plate;0;0,792892244
oven;0;0,456911233
muthafukka;1;0,700612015
bishes;1;0,881796162
mommyfucker;1;0,581689754
bizzach;1;0,08835918
dipshits;1;0,519497027
slanteyes;1;0,359044419
hill;0;0,626179487
technology;0;0,380128173
cockless;1;0,693616257
ocean;0;0,698492945
n1ggas;1;0,791932963
star;0;0,136206788
dick licker;1;0,783128493
spook;1;0,609015877
jerk-offs;1;0,571012704
moon;0;0,121155192
pussless;1;0,391924503
design;0;0,897024348
vitality;0;0,631323825
snail;0;0,93813814
kiwi;0;0,527368073
ramrod;1;0,44198195
sunglasses;0;0,57240691
jerk-0ffs;1;0,672307756
@ssfucker;1;0,702155007
toll;0;0,527678256
mothafuccing;1;0,748259606
responsibility;0;0,738502461
fatass;1;0,13421366
painting;0;0,886700383
weather;0;0,555601739
seahorse;0;0,77684274
club;0;0,169604924
lecturer;0;0,297207542
belonging;0;0,656556789
bridge;0;0,542209107
mayo;0;0,265314872
crab;0;0,41398848
opportunity;0;0,227241335
discipline;0;0,877233307
interface;0;0,26115633
look;0;0,310921378
inspiration;0;0,897247623
gaylord;1;0,767782104
n3gro;1;0,871400441
cunty;1;0,77816779
knife;0;0,062274305
bear;0;0,228087454
light;0;0,700867225
zip in the wire;1;0,64761389
season;0;0,839571009
mat;0;0,121287099
ocean;0;0,341521774
loyalty;0;0,600376459
shitedick;1;0,567770761
camera;0;0,052847803
utilization;0;0,808227782
communication;0;0,747065386
elephant;0;0,116851038
fags;1;0,338564998
whack off;1;0,734614565
shet;1;0,998052618
friendship;0;0,297595014
asshole;1;0,701606654
knobjokeys;1;0,284542734
adventure;0;0,273404321
twatzilla;1;0,673304852
jiggaboo;1;0,236695687
theater;0;0,159982967
breasticles;1;0,667892258
Camel jockey;1;0,026128347
shitsfuck;1;0,607367006
anilingus;1;0,531291874
wisdom;0;0,947031268
spig;1;0,78589563
schlong;1;0,583453796
motherfucker;1;0,92079733
jack-offs;1;0,297809321
faggot nobjockies;1;0,472147969
gaylords;1;0,976242692
light;0;0,837802494
curtain;0;0,213531153
roof;0;0,274082681
fuckup;1;0,198191763
douche bag;1;0,847555615
economist;0;0,048879595
knowledge;0;0,087598437
kitty puncher;1;0,151408382
c00n;1;0,19918834
diddle;1;0,44495719
jeans;0;0,236110185
asswhole;1;0,932357284
god damned;1;0,717173816
detour;0;0,793378336
flexibility;0;0,389163302
fuckboy;1;0,804410559
syntax;0;0,355494558
mothfck;1;0,801645281
soap;0;0,342407326
motherfuckkers;1;0,831264242
nigre;1;0,173923289
peter;1;0,814523623
rat baztad;1;0,077815413
motherfk;1;0,801199308
perspective;0;0,706011262
@ssfcker;1;0,310450508
spic;1;0,728041899
pig;0;0,803969641
perspective;0;0,90008062
azzhole;1;0,046379179
linguist;0;0,616313249
police car;0;0,145598508
fukwit;1;0,787962176
wigger;1;0,751001951
motherfecker;1;0,329571789
coordinator;0;0,296211164
suck my d;1;0,516017958
5h17;1;0,146606842
doosh;1;0,907539031
fuck;1;0,114528916
room;0;0,979189369
rat bastard;1;0,267991136
fugly;1;0,976938328
seeker;0;0,300091312
rim job;1;0,900878546
pot;0;0,268596969
sacrifice;0;0,406109019
mom;0;0,129526789
cocksukka;1;0,287410274
well;0;0,311763299
dumbass mofoes;1;0,575291193
higger;1;0,02346148
fucka;1;0,969766505
shittyful;1;0,910606999
mothafucked;1;0,9104369
c*nt;1;0,063296601
cock suck;1;0,321649766
sk@nkz;1;0,024789825
cuunt;1;0,966334303
lettuce;0;0,829966578
muffindivin;1;0,335411085
mommyfuck;1;0,606333157
phuqs;1;0,663454134
n1gguh;1;0,217064041
wank3rs;1;0,957673955
out;0;0,89265199
street;0;0,376655865
whoar;1;0,558434135
friendship;0;0,07059886
dumbfucks;1;0,554902132
malware;0;0,508121023
internet;0;0,845409844
cock-suckers;1;0,72948732
flexibility;0;0,307143131
love;0;0,756378141
fag asses;1;0,396853973
motherfucks;1;0,448081348
bates;1;0,695954812
niggas;1;0,430037346
b1tching;1;0,274034307
n1gg3r;1;0,975748081
shitefulls;1;0,118683452
dickheads;1;0,565831487
tongue fucking;1;0,874215969
library;0;0,36937706
time;0;0,303616135
4r5e;1;0,312947297
exploration;0;0,612303157
bollox;1;0,955201774
assfcker;1;0,452120734
shopping;0;0,606945332
node;0;0,263989176
fuggerz;1;0,884310682
she-male;1;0,624642558
nickk3r;1;0,636028241
wet back;1;0,290388832
fooker;1;0,554820724
mofuck;1;0,316215165
imagination;0;0,397506375
demand;0;0,38020396
faggot nob jokeys;1;0,692681333
stoplight;0;0,148726962
door;0;0,296768663
screw;0;0,20550769
cut;0;0,546816693
analplug;1;0,034864372
shitheadfucker;1;0,622386705
arse gobbler;1;0,593110738
cumming;1;0,125185555
snow;0;0,125182407
faggoting;1;0,490696881
dick nibbler;1;0,245062335
jackasses;1;0,771746178
personalization;0;0,734249757
nutsacks;1;0,799894176
nigger;1;0,532729299
garden;0;0,775608662
come;0;0,811613251
f0cked;1;0,35951154
factor;0;0,978013056
motherfckshit;1;0,42069373
beetle;0;0,880013986
sixty-nine;1;0,411567893
eraser;0;0,423360965
motherfxck;1;0,121336206
sluts;1;0,519034165
ballbag;1;0,337963958
money;0;0,52782679
writer;0;0,808167564
freedom;0;0,241438439
jigaboo;1;0,4934743
phucked;1;0,352556227
mosquito;0;0,524202999
chocolate;0;0,873915653
carpet muncher;1;0,00835322
mofo;1;0,467113609
s_h_i_s;1;0,472710471
b1tch;1;0,483907599
support;0;0,315091661
ass;1;0,274626955
shittastic;1;0,025981849
penisfucker;1;0,78387657
talk;0;0,526433727
scumfuck;1;0,269932647
reliability;0;0,969362335
cock-face;1;0,517581449
cafe;0;0,707743115
fvcking;1;0,296706891
tripod;0;0,313159119
picture;0;0,728860915
version;0;0,145566836
cyberfuccs;1;0,29461708
engineer;0;0,637781027
learning;0;0,0115692
faith;0;0,147104373
anthropologist;0;0,319666511
encryption;0;0,128225059
captain;0;0,260533155
bender;1;0,922614595
analysis;0;0,262442978
poet;0;0,148126415
could;0;0,904029126
establishment;0;0,871998539
dix;1;0,968763771
realization;0;0,927325911
oil;0;0,925353331
wire;0;0,534293526
necklace;0;0,980566475
son o bitch;1;0,544328625
shot;0;0,645558099
shat;1;0,226711627
pineapple;0;0,141062544
divergence;0;0,686087128
happiness;0;0,539821523
empowerment;0;0,461380746
fckedup;1;0,317114206
phukhead;1;0,185371661
achievement;0;0,608289442
phukeds;1;0,664708885
solution;0;0,382696205
coffee;0;0,04776941
cunt;1;0,128531448
historian;0;0,26257061
condition;0;0,261512641
geologist;0;0,101439392
jim crow;1;0,030402274
sh1th3ad;1;0,428038454
gayness;1;0,498397996
a55hole;1;0,490410784
toothpaste;0;0,019196631
transparency;0;0,209662792
framework;0;0,468928449
traffic;0;0,754584581
truth;0;0,05605074
that;0;0,181486821
radius;0;0,897437666
mother fucka;1;0,563594014
innovator;0;0,190051808
parcel;0;0,830123924
spunk;1;0,235979936
nigga;1;0,592604355
assfuck3r;1;0,888151483
peener;1;0,675731192
evaluation;0;0,47394491
tongue fucker;1;0,140459244
bumhole;1;0,503660092
creampie;1;0,813542961
r3t@rd;1;0,047644384
nig-nog;1;0,753020675
penisfuccer;1;0,767717726
all;0;0,029111883
mirror;0;0,584081336
iron;0;0,357911714
throughput;0;0,221966506
phucc;1;0,454388747
producer;0;0,564167105
mechanism;0;0,099713991
motivation;0;0,862121142
kitchen;0;0,888944948
mothafuckas;1;0,96508722
decision;0;0,415460368
loose woman;1;0,921747818
choad nectar;1;0,452871716
lion;0;0,541727829
stupid hoe;1;0,379067667
fuck you;1;0,143944357
algorithm;0;0,895405515
fuck head;1;0,333694066
analplugs;1;0,379955698
heating;0;0,639291967
slippers;0;0,883740393
actor;0;0,527667962
curiosity;0;0,954156776
shower;0;0,389044182
broccoli;0;0,683815092
screenwriter;0;0,897993401
b1tchy;1;0,883016112
want;0;0,775523231
knobheads;1;0,008213291
experience;0;0,006619518
beaners;1;0,423816514
laughter;0;0,319177958
persuasion;0;0,419607644
bonk juice;1;0,400832414
solution;0;0,543401838
@sshole;1;0,61933466
china-virus;1;0,743762103
pillow-biter;1;0,185786332
temperature;0;0,665371193
erectoplasm;1;0,715846823
bitchfuck;1;0,796191215
stove;0;0,526419833
gesture;0;0,650029914
candy;0;0,979361335
b1tch1ng;1;0,756031281
sheep;0;0,969321736
sonna bitch;1;0,691717509
sea;0;0,885494398
rabbit;0;0,580892539
bastards;1;0,927817253
authorization;0;0,305386174
porch monkey;1;0,856207702
forest;0;0,568244222
mofo ass;1;0,481467449
sh1tty;1;0,081742681
standard;0;0,078972759
snack;0;0,750368131
get fucked;1;0,615680825
horseshit;1;0,836591965
how;0;0,011414111
mofukkas;1;0,237340118
Phukking;1;0,350477636
beat my meat;1;0,416893447
than;0;0,663255347
penishead;1;0,385312699
bed;0;0,481915958
stump chewer;1;0,723546628
success;0;0,339817134
structure;0;0,568843093
towelheads;1;0,39020112
carnation;0;0,571238408
painter;0;0,898356079
chair;0;0,48669268
activist;0;0,872431186
anus;1;0,488894565
assertion;0;0,471287682
cockskin;1;0,691832582
bitchs;1;0,512134178
procedure;0;0,749227609
bung hole;1;0,82389287
them;0;0,288309235
visualization;0;0,459228465
collaboration;0;0,239177644
cock smoker;1;0,856854565
packingfudgefucking;1;0,829052347
wall;0;0,045183846
m@derfuck;1;0,484145767
fucking bastard;1;0,043947198
ph@ggots;1;0,337130847
slanteye b1tch;1;0,716722737
sandwich;0;0,299221251
nignigs;1;0,821614258
phone;0;0,634347672
bitched;1;0,949108966
homos;1;0,380482166
appreciation;0;0,397729586
wake;0;0,132205626
gay fuck;1;0,578093096
wind;0;0,921711053
noodles;0;0,900585746
fox;0;0,023758717
b1otch;1;0,207489208
basement;0;0,214971206
improvement;0;0,628713008
mother;0;0,060606027
nob jokeys;1;0,705721849
boat;0;0,585057675
c*nts;1;0,088017791
inclusivity;0;0,282794826
vision;0;0,584306891
growth;0;0,55727382
n1ggers;1;0,537439059
spirituality;0;0,889326039
fucking shit;1;0,222796924
spooks;1;0,359545448
basterd;1;0,977519698
mustard;0;0,863463631
fatasses;1;0,603770729
nut butter;1;0,67203721
jailba!t;1;0,762686618
tard asses;1;0,513777736
litter;0;0,952591711
wedding;0;0,937055166
courage;0;0,901727157
shited;1;0,939553776
peter puffer;1;0,996796115
perception;0;0,045807203
energy;0;0,60102066
fuk;1;0,106931027
resourcefulness;0;0,845129569
wang wrangler;1;0,896495417
hippopotamus;0;0,253736377
find;0;0,50577009
blanket;0;0,240330781
mfukk;1;0,194208961
beat off;1;0,036990785
jigaboos;1;0,490972404
smile;0;0,857253966
nigg4hs;1;0,995328289
cupboard;0;0,429509155
nymphomaniac;1;0,600376409
shiesterfuckface;1;0,784373541
shittyfuck;1;0,166015177
diesel;0;0,776328313
shipdit;1;0,752588402
faggs;1;0,774609674
crab;0;0,895216859
just;0;0,553903368
gay shit;1;0,2695291
cock sucking boiolas;1;0,503633789
root;0;0,267812894
attendee;0;0,241200885
gay fucker;1;0,16106365
music;0;0,662819894
leader;0;0,049309781
stone;0;0,431212229
packing fudge;1;0,885674427
pan;0;0,132528732
faggot mothafuckers;1;0,766303668
toothpaste;0;0,495916196
fuc;1;0,096866042
light;0;0,845746231
presentation;0;0,194931569
take;0;0,102315436
crows;1;0,225563526
pepper;0;0,480810151
price;0;0,948249127
douche canoe;1;0,961427757
giraffe;0;0,006572315
sincerity;0;0,738748632
actor;0;0,503598623
precision;0;0,405475271
response;0;0,308869063
repository;0;0,657478916
cock sucking nob jokeys;1;0,266598367
farm;0;0,919428994
f@gg0t;1;0,054053284
equity;0;0,188916901
go fuck yourself;1;0,958331609
supermarket;0;0,972125204
blow job;1;0,144887694
integration;0;0,464324965
dedication;0;0,517790344
minute;0;0,276270687
zipperhead;1;0,960133221
clusterfucker;1;0,210727322
lemon;0;0,470408144
cloud;0;0,003488153
tits;1;0,381069119
cockmuncher;1;0,233773394
phaggot;1;0,368116941
knober;1;0,946590027
director;0;0,376024953
chance;0;0,887892431
retardo;1;0,59309498
boot;0;0,493087238
knife set;0;0,139570722
peace;0;0,012994503
negotiation;0;0,675216845
petal;0;0,324786152
fuccing;1;0,191577026
whoars;1;0,059903998
bark;0;0,456828112
storage;0;0,174612242
observation;0;0,126034174
penguin;0;0,782627564
m0ng0l0id;1;0,761248319
knob-head;1;0,189340887
empowerment;0;0,865894673
vision;0;0,743385861
assfuccer;1;0,132393628
moose;0;0,225358713
fux;1;0,968345636
teamwork;0;0,307799688
nob jockey;1;0,409311593
shiteblimps;1;0,706189806
astronomer;0;0,030006107
volcano;0;0,269934094
dishwasher;0;0,564019652
pigfuckers;1;0,079260609
contribution;0;0,232629507
shitti;1;0,796035602
operator;0;0,782438289
jiggs;1;0,254323756
tadger;1;0,07524365
phuking;1;0,513877279
can;0;0,66070518
fcuk;1;0,113395091
bull shit;1;0,212387934
speaker;0;0,72001899
creativity;0;0,183285457
confidence;0;0,108427448
rain;0;0,02092177
nickas;1;0,666540853
prop;0;0,377080974
cyberfck;1;0,148305822
dumb fucker;1;0,974399233
swine;1;0,058378467
and;0;0,248306043
about;0;0,660359039
coksucka;1;0,150962651
innovation;0;0,188692811
molester;1;0,610385842
klitoris;1;0,29698643
pole smoker;1;0,981266402
prick-head;1;0,390182234
jizzes;1;0,760627439
leadership;0;0,826696283
shitassfuckface;1;0,850037074
sk@nks;1;0,050655072
flower;0;0,593075721
desert;0;0,325638612
gadget;0;0,086783748
commitment;0;0,998142343
lobster;0;0,287429089
ant;0;0,66092907
knobends;1;0,025663563
bollocks;1;0,411037913
hoar;1;0,554520745
frying pan;0;0,876656371
airconditioner;0;0,049195231
boner;1;0,61578193
chimpanzee;0;0,739101093
avocado;0;0,291400286
productivity;0;0,561651043
motherfuccas;1;0,825152023
mutha fucker;1;0,749558802
wetbacks;1;0,98480521
cocksucked;1;0,280069538
mountain;0;0,667078834
turkey;0;0,12111812
laptop;0;0,163765595
town;0;0,463818439
health;0;0,670824356
umbrella;0;0,826582119
accountability;0;0,961769332
bandwidth;0;0,739208541
spics;1;0,743334536
knobender;1;0,202260013
cumslut;1;0,445067127
bollock;1;0,293632535
tulip;0;0,589295921
dogie style;1;0,279895361
ass eating boiolas;1;0,189185689
otter;0;0,361746793
envelope;0;0,298415081
route;0;0,823776885
accident;0;0,708573777
cock-head;1;0,315497412
grill;0;0,49319413
niggerz;1;0,776533252
dogshits;1;0,664834484
r3t@rded;1;0,345604299
m0ngoloid;1;0,114122333
mothafuckings;1;0,578459085
knobendy;1;0,226142588
mothafuckin;1;0,355764685
radiator;0;0,049091116
shit stain;1;0,457287008
authentication;0;0,724840673
world;0;0,893672199
bitchin';1;0,225664274
movie;0;0,310217445
bitches;1;0,622687516
shitasses;1;0,071108183
firewall;0;0,847597316
gay bitch;1;0,909524211
focker;1;0,167801688
crazy mofos;1;0,591995391
temperature;0;0,248833156
oven;0;0,593874066
n1g3rz;1;0,373839295
useless fucker;1;0,868748346
dickskin;1;0,471631477
penguin;0;0,516101255
dish;0;0,165966122
harmony;0;0,171562658
here;0;0,432071252
phuc;1;0,315769233
opportunity;0;0,899098636
router;0;0,784578269
sh!+;1;0,154240217
headphones;0;0,592741465
twatface;1;0,661660996
ashole;1;0,393449516
pie;0;0,217568326
pencil;0;0,068115214
cloud;0;0,238853779
fingerpop;1;0,374592212
wh0r3;1;0,262641785
lunch;0;0,933579503
assistant;0;0,482310409
cooterpuffing;1;0,424083486
cockshit;1;0,33379014
fukcs;1;0,352182555
abbie;1;0,523698262
polesmoker;1;0,060489984
wankies;1;0,647997992
shemales;1;0,243580644
twatt;1;0,985000244
fuckwhore;1;0,258421349
mother fucker;1;0,505876536
storage;0;0,766732564
coherence;0;0,994630196
scumfvck;1;0,610055331
k!k3;1;0,64164527
value;0;0,600171815
whores;1;0,537722773
analysis;0;0,277458275
cockeater;1;0,513220715
guidance;0;0,544433075
nuggets;1;0,134493088
f@g;1;0,233673022
muffdivings;1;0,066911726
bitchslap;1;0,507714168
passenger;0;0,716549015
sh1td1ck;1;0,035772488
divergence;0;0,490375107
afternoon;0;0,004891148
bond;0;0,908979519
mood;0;0,175610614
fked;1;0,534586598
skirt;0;0,539951524
k..!ke;1;0,317710607
fuckstar;1;0,205728695
plate;0;0,152823329
temperature;0;0,604807887
nonce;1;0,598821397
god damnit;1;0,22898476
computer;0;0,923685541
set;0;0,389883233
game console;0;0,026006819
gobshite;1;0,682210987
cocksmoker;1;0,35192064
clothes;0;0,432781127
nignog;1;0,946147693
double-dong;1;0,016274655
trashb1tch;1;0,890195468
s/h/i/t;1;0,370321653
a55 fuck;1;0,415447616
shoe;0;0,763774314
papaya;0;0,633561058
expense;0;0,606613457
implementation;0;0,435828891
archaeologist;0;0,716737442
conversation;0;0,54014611
trainer;0;0,732848544
sociologist;0;0,107937819
floor;0;0,163342064
fucking hell;1;0,082082361
spicshit;1;0,652457124
shitter;1;0,336030232
dick face;1;0,240642887
shitfuckhead;1;0,738594671
mathematician;0;0,310113284
gaytard;1;0,195690108
curiosity;0;0,808977471
building;0;0,704236484
bater;1;0,852433013
soup;0;0,558767372
mong;1;0,842305319
jizz-jockey;1;0,351473276
attic;0;0,307868641
scummy;1;0,085542636
dream;0;0,68945755
fucking me;1;0,577146877
repair;0;0,981823955
fuckmachine;1;0,947494289
market;0;0,549262362
assholes;1;0,887730151
chink;1;0,939157384
interaction;0;0,871871555
variable;0;0,889297802
friendship;0;0,338169918
governance;0;0,682321698
zebra;0;0,05848231
taxi;0;0,513838168
fucker;1;0,764262759
dicklicker;1;0,805114813
bi + ch;1;0,919382727
home decor;0;0,185350423
mother fuckers;1;0,27297614
vinegar;0;0,937534143
mothafuckz;1;0,322771273
fukkings;1;0,145795998
functionality;0;0,985376999
bathroom;0;0,623082406
cunnilingus;1;0,148505683
by;0;0,97884486
phucchead;1;0,568777809
leader;0;0,119086962
pole sucker;1;0,455331104
flamingo;0;0,335787247
assumption;0;0,400100127
spicfuck;1;0,68138989
bewbs;1;0,437249927
producer;0;0,865758391
paki;1;0,40296268
accessibility;0;0,05029357
cockhed;1;0,844869146
bitchness;1;0,392966761
zebra;0;0,341593231
